fid,data_id,iso,event_id_c,event_id_n,event_date,year,time_preci,event_type,sub_event_,actor1,assoc_acto,inter1,interactio,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precis,source,source_sca,notes,fatalities,timestamp,iso3,field_29,field_30,field_31,fid_2,OBJECTID,REGION_2,LREGION,SHAPE_Leng,SHAPE_Area,Secteur,Statut,Nø,Secteur_1,Groupe1,Groupe2,Groupe3,Groupe4,Analyse,icon_url
"3669","8371284","466",MLI2024,"2024",19-May-18,"2018","1",Violence against civilians,Attack,Dozo Communal Militia (Mali),,"4","47",Western Africa,Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,"2",Menastream,Local partner-New media,"On May 19, Dozo militiamen killed a Fulani shepherd at the outskirts of Koro.","1","1625524581",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3670","8371284","466",MLI2024,"2024",19-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Fulani Ethnic Group (Mali),"7","47",Western Africa,Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,"2",Menastream,Local partner-New media,"On May 19, Dozo militiamen killed a Fulani shepherd at the outskirts of Koro.","1","1625524581",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3671","8371285","466",MLI2025,"2025",19-May-18,"2018","1",Battles,Armed clash,Dozo Communal Militia (Mali),,"4","44",Western Africa,Mali,Mopti,Koro,Madougou,Bombou,14.4347,-3.2323,"1",Menastream,Local partner-New media,"On May 19, Dozo militiamen attacked the Fulani village of Bombou, the attack was repelled, although a boy was killed in the crossfire.","1","1625524581",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3672","8371285","466",MLI2025,"2025",19-May-18,"2018","1",Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","44",Western Africa,Mali,Mopti,Koro,Madougou,Bombou,14.4347,-3.2323,"1",Menastream,Local partner-New media,"On May 19, Dozo militiamen attacked the Fulani village of Bombou, the attack was repelled, although a boy was killed in the crossfire.","1","1625524581",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3673","8027532","466",MLI2482,"2482",17-May-18,"2018","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),Dogon Ethnic Group (Mali),"7","27",Western Africa,Mali,Mopti,Douentza,Mondoro,Tiguila,14.876,-1.8545,"2",HRW,Other,"On May 17, presumed Katiba Macina militants abducted a Dogon farmer in the area of Tiguila.","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3674","8027533","466",MLI2021,"2021",17-May-18,"2018","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),Teachers (Mali),"7","27",Western Africa,Mali,Mopti,Tenenkou,Togoro Kotia,Kadial,14.652,-4.4391,"2",Menastream,Local partner-New media,"On May 17, presumed Katiba Macina militants abducted two teachers working at the secondary school of Tenenkou between Kadial and Mopti. The teachers were later released.","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3675","8027547","466",MLI2018,"2018",16-May-18,"2018","1",Violence against civilians,Abduction/forced disappearance,Islamic State (Greater Sahara),Katiba Salaheddine,"2","27",Western Africa,Mali,Gao,Gao,Tilemsi,Semit,16.7419,0.7692,"2",Menastream,Local partner-New media,"On May 16, suspected IS or Katiba Salaheddine gunmen abducted an individual associated with GATIA in the area of Semit, commune of Anchawadi.","0","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3676","8027559","466",MLI2019,"2019",16-May-18,"2018","1",Violence against civilians,Attack,Islamic State (Greater Sahara),,"2","27",Western Africa,Mali,Mopti,Douentza,Gandamia,Tin Habou,15.1932,-2.6689,"1","Kibaru; Menastream;Local partner-New media",Local partner-New media,"On May 16, Islamic State militants abducted and later executed Imouchag notable in the village of Tin Habou, worth noting that the concerned individual together with other local notables announced they had left GATIA to join HCUA the day before.","1","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3677","8027559","466",MLI2019,"2019",16-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),"Tuareg Ethnic Group (Mali); HCUA: High Council for the Unity of Azawad","7","27",Western Africa,Mali,Mopti,Douentza,Gandamia,Tin Habou,15.1932,-2.6689,"1",Kibaru,Local partner-New media,"On May 16, Islamic State militants abducted and later executed Imouchag notable in the village of Tin Habou, worth noting that the concerned individual together with other local notables announced they had left GATIA to join HCUA the day before.","1","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3678","8027562","466",MLI2031,"2031",15-May-18,"2018","1",Riots,Violent demonstration,Rioters (Mali),Women (Mali),"5","50",Western Africa,Mali,Kayes,Kayes,Sadiola,Sadiola,13.8916,-11.7054,"1","Mali Actu; Maliweb;National",National,"On May 15, women in Sadiola set up barricades and burned tires in protest against the limited access to water.","0","1622068139",MLI,,,,"1","1","01",Kayes,20.9408277765,10.2198744183,Secteur Hors Theatre,"0",,Secteur Hors Theatre,Hors Theatre,,,,Hors Theatre,./7.png
"3679","8027565","466",MLI2016,"2016",15-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),,"7","27",Western Africa,Mali,Mopti,Douentza,Haire,Toupere,15.0046,-2.0851,"1",Menastream,Local partner-New media,"On May 15, presumed Katiba Serma militants assassinated the imam of Toupere at his home in Toupere, southeast of Boni.","1","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3680","8027568","466",MLI2017,"2017",15-May-18,"2018","1",Battles,Armed clash,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,"2",Menastream,Local partner-New media,"On May 15, presumed Katiba Macina militants clashed with the Malian army near Diafarabe, the soldiers abandoned four vehicles including two technicals with heavy machine guns mounted.","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3681","8027579","466",MLI2041,"2041",15-May-18,"2018","1",Violence against civilians,Attack,Military Forces of Mali (2013-2020),,"1","17",Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,"2",Kisal,New media,"On May 15, Malian army vehicles enter the Fulani hamlet of Oumarou Hamidou following an air raid by the air force, the soldiers tied up the hamlet chief and his son who were burned alive, eight others including two children were also killed.","10","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3682","8027579","466",MLI2041,"2041",15-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Fulani Ethnic Group (Mali),"7","17",Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,"2",Kisal,New media,"On May 15, Malian army vehicles enter the Fulani hamlet of Oumarou Hamidou following an air raid by the air force, the soldiers tied up the hamlet chief and his son who were burned alive, eight others including two children were also killed.","10","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3683","8371286","466",MLI2040,"2040",15-May-18,"2018","1",Violence against civilians,Attack,Dozo Communal Militia (Mali),,"4","47",Western Africa,Mali,Segou,Macina,Kokry Centre,Kokry,13.9604,-5.5154,"2",Kisal,New media,"On May 15, Dozo militiamen entered a Fulani hamlet in the area of Kokry, the hamlet chief was killed and his body mutilated, an elderly person was severely mistreated and others abducted, belongings were also seized.","1","1625524581",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"3684","8371286","466",MLI2040,"2040",15-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Fulani Ethnic Group (Mali),"7","47",Western Africa,Mali,Segou,Macina,Kokry Centre,Kokry,13.9604,-5.5154,"2",Kisal,New media,"On May 15, Dozo militiamen entered a Fulani hamlet in the area of Kokry, the hamlet chief was killed and his body mutilated, an elderly person was severely mistreated and others abducted, belongings were also seized.","1","1625524581",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"3685","6747939","466",MLI2015,"2015",14-May-18,"2018","1",Riots,Mob violence,Unidentified Armed Group (Mali),,"3","35",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"1",Menastream,Local partner-New media,"On May 14, unknown gunmen attempted to assassinate a Ganda Koy leader who was gunshot wounded in the Abaradjou neighborhood of Timbuktu, one assailant was wounded after being lynched by mob while the other escaped.","0","1579637359",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"3686","6747939","466",MLI2015,"2015",14-May-18,"2018","1",Riots,Mob violence,Rioters (Mali),Vigilante Group (Mali),"5","35",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"1",Menastream,Local partner-New media,"On May 14, unknown gunmen attempted to assassinate a Ganda Koy leader who was gunshot wounded in the Abaradjou neighborhood of Timbuktu, one assailant was wounded after being lynched by mob while the other escaped.","0","1579637359",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"3687","7070916","466",MLI3735,"3735",14-May-18,"2018","1",Riots,Mob violence,Rioters (Mali),Vigilante Group (Mali),"5","35",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"1",Menastream,Local partner-New media,"On May 14, a group of local residents fought with unknown gunmen in the Abaradjou neighborhood of Timbuktu (Tombouctou) after the gunmen attempted to assassinate a Ganda Koy leader (coded separately). One from the armed group was wounded. [size=no report","0","1588021334",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"3688","7070916","466",MLI3735,"3735",14-May-18,"2018","1",Riots,Mob violence,Unidentified Armed Group (Mali),,"3","35",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"1",Menastream,Local partner-New media,"On May 14, a group of local residents fought with unknown gunmen in the Abaradjou neighborhood of Timbuktu (Tombouctou) after the gunmen attempted to assassinate a Ganda Koy leader (coded separately). One from the armed group was wounded. [size=no report","0","1588021334",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"3689","7071319","466",MLI2014,"2014",14-May-18,"2018","1",Riots,Mob violence,Rioters (Mali),"Vigilante Group (Mali); Gandakoy Ethnic Group (Mali)","5","35",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"1",Menastream,Local partner-New media,"On 14 May 2018, a mob fought with an unidentified armed group in Abaradjou neighborhood of Timbuktu (Tombouctou, Tombouctou) after the group shot and wounded a Ganda Koy leader. One gunmen was injured and another escaped.","0","1588021639",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"3690","7071319","466",MLI2014,"2014",14-May-18,"2018","1",Riots,Mob violence,Unidentified Armed Group (Mali),,"3","35",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"1",Menastream,Local partner-New media,"On 14 May 2018, a mob fought with an unidentified armed group in Abaradjou neighborhood of Timbuktu (Tombouctou, Tombouctou) after the group shot and wounded a Ganda Koy leader. One gunmen was injured and another escaped.","0","1588021639",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"3691","8027592","466",MLI2013,"2013",14-May-18,"2018","1",Violence against civilians,Attack,Military Forces of Mali (2013-2020),,"1","17",Western Africa,Mali,Mopti,Tenenkou,Diaka,Gande-Dialaba,14.2967,-4.9615,"1",Kisal,New media,"On May 14, the Malian army reportedly killed ten children between five and thirteen years old in the village of Gande-Dialaba.","10","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3692","8027592","466",MLI2013,"2013",14-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Fulani Ethnic Group (Mali),"7","17",Western Africa,Mali,Mopti,Tenenkou,Diaka,Gande-Dialaba,14.2967,-4.9615,"1",Kisal,New media,"On May 14, the Malian army reportedly killed ten children between five and thirteen years old in the village of Gande-Dialaba.","10","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3693","8027594","466",MLI2039,"2039",14-May-18,"2018","1",Violence against civilians,Attack,Military Forces of Mali (2013-2020),,"1","17",Western Africa,Mali,Mopti,Tenenkou,Diondiori,Diondiori,14.6117,-4.7766,"1",Kisal,New media,"On May 14, the Malian army arrested a man in Diondiori who subsequently was subjected to severe torture by burning and electrocution, the victim sustained injuries that would require amputations in order to save his life.","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3694","8027594","466",MLI2039,"2039",14-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Fulani Ethnic Group (Mali),"7","17",Western Africa,Mali,Mopti,Tenenkou,Diondiori,Diondiori,14.6117,-4.7766,"1",Kisal,New media,"On May 14, the Malian army arrested a man in Diondiori who subsequently was subjected to severe torture by burning and electrocution, the victim sustained injuries that would require amputations in order to save his life.","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3695","8027598","466",MLI2028,"2028",13-May-18,"2018","1",Riots,Violent demonstration,Rioters (Mali),,"5","50",Western Africa,Mali,Koulikoro,Dioila,Guegneka,Fana,12.7787,-6.9564,"1","Mali Actu; PANAPRESS;National-Regional",National-Regional,"On May 13, residents in Fana ransacked the gendarmerie, set fire on vehicles and motorbikes and also attacked shops and bars in protest against the killing of an albino girl who was abducted and found beheaded a day earlier.","0","1622068139",MLI,,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"3696","8027600","466",MLI3004,"3004",13-May-18,"2018","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Mopti,Mopti,Socoura,Andere,14.5237,-4.1185,"2",Aid Worker Security Database,Local partner-Other,"'Four INGO staff members traveling in an unmarked vehicle were fired upon by an armed group in the Mopti region, approximately three miles (five kilometers) east of Sambere village. Two of the aid workers were wounded and needed to be medically evacuated","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3697","8027600","466",MLI3004,"3004",13-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Aid Workers (Mali),"7","37",Western Africa,Mali,Mopti,Mopti,Socoura,Andere,14.5237,-4.1185,"2",Aid Worker Security Database,Local partner-Other,"'Four INGO staff members traveling in an unmarked vehicle were fired upon by an armed group in the Mopti region, approximately three miles (five kilometers) east of Sambere village. Two of the aid workers were wounded and needed to be medically evacuated","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3698","8027601","466",MLI2029,"2029",13-May-18,"2018","1",Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","44",Western Africa,Mali,Mopti,Koro,Bondo,Dangatene,14.2333,-2.9725,"1","Studio Tamani; Maliweb;Subnational-National",Subnational-National,"On May 13, presumed Fulani militiamen attacked the Dogon village of Dangatene, the attack was repelled and one assailant killed.","1","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3699","8027601","466",MLI2029,"2029",13-May-18,"2018","1",Battles,Armed clash,Dogon Ethnic Militia (Mali),,"4","44",Western Africa,Mali,Mopti,Koro,Bondo,Dangatene,14.2333,-2.9725,"1","Studio Tamani; Maliweb;Subnational-National",Subnational-National,"On May 13, presumed Fulani militiamen attacked the Dogon village of Dangatene, the attack was repelled and one assailant killed.","1","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3700","8027608","466",MLI2030,"2030",13-May-18,"2018","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Gao,Ansongo,Tessit,Tin Tenerin,15.5108,0.1921,"2","Studio Tamani; Maliweb;National",National,"On May 13, unknown gunmen aboard motorbikes assaulted the third deputy major of Ansongo and his team while they were returning from a tax-collecting mission at the market in Bazi-Gourma (near Tin-Tenerin), the group was violently assaulted and stripped o","0","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3701","8027608","466",MLI2030,"2030",13-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Government of Mali (2013-2020),"7","37",Western Africa,Mali,Gao,Ansongo,Tessit,Tin Tenerin,15.5108,0.1921,"2","Studio Tamani; Maliweb;National",National,"On May 13, unknown gunmen aboard motorbikes assaulted the third deputy major of Ansongo and his team while they were returning from a tax-collecting mission at the market in Bazi-Gourma (near Tin-Tenerin), the group was violently assaulted and stripped o","0","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3702","8027613","466",MLI2008,"2008",12-May-18,"2018","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Menaka,Menaka,Menaka,Takarat,15.7796,1.7572,"2",Menastream,Local partner-New media,"On May 12, unknown gunmen attacked a Dawsahak camp in the area of Takaghat, killing six individuals.","6","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3703","8027613","466",MLI2008,"2008",12-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Dawsahak Ethnic Group (Mali),"7","37",Western Africa,Mali,Menaka,Menaka,Menaka,Takarat,15.7796,1.7572,"2",Menastream,Local partner-New media,"On May 12, unknown gunmen attacked a Dawsahak camp in the area of Takaghat, killing six individuals.","6","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3704","8683187","466",MLI2027,"2027",12-May-18,"2018","1",Riots,Mob violence,Rioters (Mali),Vigilante Group (Mali),"5","57",Western Africa,Mali,Koulikoro,Dioila,Guegneka,Fana,12.7787,-6.9564,"1","Mali Actu; PANAPRESS;National-Regional",National-Regional,"On May 12 unknown assailants abducted and killed an albino girl in Fana. The followind day, residents in Fana ransacked the gendarmerie, set fire on vehicles and motorbikes and also attacked shops and bars in protest against the attack. [women targeted",girls],"1","1638981221",MLI,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"3705","8683187","466",MLI2027,"2027",12-May-18,"2018","1",Riots,Mob violence,Civilians (Mali),Women (Mali),"7","57",Western Africa,Mali,Koulikoro,Dioila,Guegneka,Fana,12.7787,-6.9564,"1","Mali Actu; PANAPRESS;National-Regional",National-Regional,"On May 12 unknown assailants abducted and killed an albino girl in Fana. The followind day, residents in Fana ransacked the gendarmerie, set fire on vehicles and motorbikes and also attacked shops and bars in protest against the attack. [women targeted",girls],"1","1638981221",MLI,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"3706","8027626","466",MLI2007,"2007",11-May-18,"2018","1",Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,"2",Studio Tamani,Subnational,"On May 11, unknown gunmen aboard motorbikes abducted the mayor of Inadjatafane, the former mayor of Boni and a councillor of the education academy of Douentza between Douentza and Bore, the vehicle they were travelling in was also seized by the assailant","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3707","8027626","466",MLI2007,"2007",11-May-18,"2018","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),"Government of Mali (2013-2020); Teachers (Mali)","7","37",Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,"2",Studio Tamani,Subnational,"On May 11, unknown gunmen aboard motorbikes abducted the mayor of Inadjatafane, the former mayor of Boni and a councillor of the education academy of Douentza between Douentza and Bore, the vehicle they were travelling in was also seized by the assailant","0","1622068139",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"3708","8027636","466",MLI2006,"2006",09-May-18,"2018","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Kakane,15.9001,1.2625,"2",Kibaru,National,"On May 9, unknown gunmen attacked a transport vehicle carrying marketgoers from the Dawsahak community in the area of In-Kakane, killing six and wounding three others including one severely. On the same day, unknown gunmen attacked a Dawsahak camp also i","9","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3709","8027636","466",MLI2006,"2006",09-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Dawsahak Ethnic Group (Mali),"7","37",Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Kakane,15.9001,1.2625,"2",Kibaru,National,"On May 9, unknown gunmen attacked a transport vehicle carrying marketgoers from the Dawsahak community in the area of In-Kakane, killing six and wounding three others including one severely. On the same day, unknown gunmen attacked a Dawsahak camp also i","9","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3710","8027651","466",MLI2005,"2005",08-May-18,"2018","1",Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Greater Sahara),Katiba Salaheddine,"2","23",Western Africa,Mali,Gao,Gao,Anchawadi,Djebok,16.3464,0.3067,"2","Menastream; Kibaru;Local partner-New media",Local partner-New media,"On May 8, a GATIA vehicle was struck by an IED on the road between Djebock and Ahina, one GATIA militiaman was killed in the explosion and two other severely wounded. The IED was presumably carried out by Katiba Salaheddine militants. Sultan Ould Bady's","1","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3711","8027658","466",MLI2004,"2004",07-May-18,"2018","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Menaka,Menaka,Menaka,Takarat,15.7796,1.7572,"2","Menastream; Kibaru;Local partner-New media",Local partner-New media,"On May 7, unknown gunmen aboard motorbikes attacked a Dawsahak camp in the area of Takaghat, southeast of In-Deliman, killing a man and burning tents.","1","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3712","8027658","466",MLI2004,"2004",07-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Dawsahak Ethnic Group (Mali),"7","37",Western Africa,Mali,Menaka,Menaka,Menaka,Takarat,15.7796,1.7572,"2","Menastream; Kibaru;Local partner-New media",Local partner-New media,"On May 7, unknown gunmen aboard motorbikes attacked a Dawsahak camp in the area of Takaghat, southeast of In-Deliman, killing a man and burning tents.","1","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3713","8027665","466",MLI2003,"2003",06-May-18,"2018","1",Violence against civilians,Attack,Civilians (Mali),Ibogholitane Ethnic Group (Mali),"7","37",Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Kakane,15.9001,1.2625,"2","Menastream; Kibaru;Local partner-New media",Local partner-New media,"On May 6, presumed MSA and GATIA militiamen arrested and executed two individuals, one from the Arab community and the other from the Ibogholitane in the area of In-Kakakane.","2","1622068139",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"3714","8371287","466",MLI1995,"1995",05-May-18,"2018","1",Battles,Armed clash,Dozo Communal Militia (Mali),,"4","24",Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Mamba,14.0777,-4.9844,"2",Menastream,Local partner-New media,"On May 5, presumed Katiba Macina militants ambushed a group of Dozos near the village of Mamba, several killed and arms and motorbikes seized. Unknown fatalities coded as 10.","10","1625524581",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
